city,country,latitude,longitude,month,year,text,message,messagetokens,text_string,text_string_fdist,text_string_lem,is_equal,emotion,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
Kilis,Turkey,36.71538487,37.11937674,,1918,"    He (my father) used to sit down in front of our little garden inside the house (hawoush) and order people [to do things for him].  He was friendly with English people (soldiers) and when he estimated how much loss was given or taken to fine the people, the English man said: “what do you think we are...going to erase the animosity of centuries so the English left Kilis, the French remained there.  And soon the city was divided into two camps, the Christian quarter and the Moslem quarter, and anybody that went out from his quarter was killed.  One day they wanted to take me to a patient and asked me take with me a revolver.  What was a revolver for? Self defense? I have never used a revolver. Very fortunately two men came to our house; they were going to Marash getting help to the Marash Armenians.  On their way back I asked them to remain in our house again for a night.  They did so and then I asked: “could I come with them/” they said alright, welcome.  So that trip from Kilis to Aleppo, that would have taken a whole day, took only two hours.  I stayed altogether [in Kilis] for about nine months.","    he (my father) used to sit down in front of our little garden inside the house (hawoush) and order people [to do things for him].  he was friendly with english people (soldiers) and when he estimated how much loss was given or taken to fine the people, the english man said: “what do you think we are...going to erase the animosity of centuries so the english left kilis, the french remained there.  and soon the city was divided into two camps, the christian quarter and the moslem quarter, and anybody that went out from his quarter was killed.  one day they wanted to take me to a patient and asked me take with me a revolver.  what was a revolver for? self defense? i have never used a revolver. very fortunately two men came to our house; they were going to marash getting help to the marash armenians.  on their way back i asked them to remain in our house again for a night.  they did so and then i asked: “could i come with them/” they said alright, welcome.  so that trip from kilis to aleppo, that would have taken a whole day, took only two hours.  i stayed altogether [in kilis] for about nine months.","['father', 'used', 'sit', 'front', 'little', 'garden', 'inside', 'house', 'hawoush', 'order', 'people', 'things', 'friendly', 'english', 'people', 'soldiers', 'estimated', 'much', 'loss', 'given', 'taken', 'fine', 'people', 'english', 'man', 'said', 'think', 'going', 'erase', 'animosity', 'centuries', 'english', 'left', 'kilis', 'french', 'remained', 'soon', 'city', 'divided', 'two', 'camps', 'christian', 'quarter', 'moslem', 'quarter', 'anybody', 'went', 'quarter', 'killed', 'one', 'day', 'wanted', 'take', 'patient', 'asked', 'take', 'revolver', 'revolver', 'self', 'defense', 'never', 'used', 'revolver', 'fortunately', 'two', 'men', 'came', 'house', 'going', 'marash', 'getting', 'help', 'marash', 'armenians', 'way', 'back', 'asked', 'remain', 'house', 'night', 'asked', 'could', 'come', 'said', 'alright', 'welcome', 'trip', 'kilis', 'aleppo', 'would', 'taken', 'whole', 'day', 'took', 'two', 'hours', 'stayed', 'altogether', 'kilis', 'nine', 'months']",father used front little garden inside house hawoush order people things friendly english people soldiers estimated much loss given taken fine people english said think going erase animosity centuries english left kilis french remained soon city divided camps christian quarter moslem quarter anybody went quarter killed wanted take patient asked take revolver revolver self defense never used revolver fortunately came house going marash getting help marash armenians back asked remain house night asked could come said alright welcome trip kilis aleppo would taken whole took hours stayed altogether kilis nine months,father used front little garden inside house hawoush order people things friendly english people soldiers much loss given taken fine people english said think going animosity centuries english left kilis french remained soon city divided camps christian quarter moslem quarter anybody went quarter killed wanted take patient asked take revolver revolver self defense never used revolver fortunately came house going marash getting help marash armenians back asked remain house night asked could come said alright welcome trip kilis aleppo would taken whole took stayed altogether kilis nine months,father used front little garden inside house hawoush order people things friendly english people soldiers much loss given taken fine people english said think going animosity centuries english left kilis french remained soon city divided camps christian quarter moslem quarter anybody went quarter killed wanted take patient asked take revolver revolver self defense never used revolver fortunately came house going marash getting help marash armenians back asked remain house night asked could come said alright welcome trip kilis aleppo would taken whole took stayed altogether kilis nine months,TRUE,fear,0.1891891891891892,0.16216216216216217,0,0.054054054,0.027027027,0.10810810810810811,0.16216216216216217,0.13513513513513514,0.027027027,0.054054054,0.081081081
Kilis,Turkey,36.71538487,37.11937674,,1892,"From my earliest childhood, I wanted to become a physician.","from my earliest childhood, i wanted to become a physician.","['earliest', 'childhood', 'wanted', 'become', 'physician']",earliest childhood wanted become physician,childhood wanted become physician,childhood wanted become physician,TRUE,joy,0,0,0,0.25,0,0.5,0,0,0,0.25,
Kilis,Turkey,36.71538487,37.11937674,,1918," but I chose to return to Kilis at the end of the academic year with every intention of practicing medicine in my home town. It soon became clear to me, with the rise to power of Mustafa Kemal Ataturk, that Armenians in Turkey faced the possibility of a second deportation.  I therefore wrote to the Dean of the medical School at the AUB, Dr. Harry Dorman, to ask if I could return."," but i chose to return to kilis at the end of the academic year with every intention of practicing medicine in my home town. it soon became clear to me, with the rise to power of mustafa kemal ataturk, that armenians in turkey faced the possibility of a second deportation.  i therefore wrote to the dean of the medical school at the aub, dr. harry dorman, to ask if i could return.","['chose', 'return', 'kilis', 'end', 'academic', 'year', 'every', 'intention', 'practicing', 'medicine', 'home', 'town', 'soon', 'became', 'clear', 'rise', 'power', 'mustafa', 'kemal', 'ataturk', 'armenians', 'turkey', 'faced', 'possibility', 'second', 'deportation', 'therefore', 'wrote', 'dean', 'medical', 'school', 'aub', 'dr', 'harry', 'dorman', 'ask', 'could', 'return']",chose return kilis academic year every intention practicing medicine home town soon became clear rise power mustafa kemal ataturk armenians turkey faced possibility second deportation therefore wrote dean medical school harry dorman could return,return kilis academic year every intention practicing medicine home town soon became clear kemal ataturk armenians turkey possibility second deportation therefore wrote dean medical school harry dorman could return,return kilis academic year every intention practicing medicine home town soon became clear kemal ataturk armenians turkey possibility second deportation therefore wrote dean medical school harry dorman could return,TRUE,trust,0.13333333333333333,0.13333333333333333,0,0.2,0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0,0,0.13333333333333333
Kilis,Turkey,36.71538487,37.11937674,,1915,"All the children of my grandfather married well and raised large families in Kilis. The eldest son, Tavit Agha, was a distinguished gentleman.  Unfortunately he sustained many sorrows in his lifetime.  His first wife bore him four sons and two daughters before her death.  The children were called: Nigoghos, Krikor, Mihran, Dicran, Feride and Louisa. Some years later he married Gullu Khatoun Khachadourian, who bore him a daughter, Enza. He (Tavit Agha) was inconsolably grief-stricken a second time in 1915 when three of his sons, Krikor, Mihran and Dicran were murdered by the Turks in one day.  ","all the children of my grandfather married well and raised large families in kilis. the eldest son, tavit agha, was a distinguished gentleman.  unfortunately he sustained many sorrows in his lifetime.  his first wife bore him four sons and two daughters before her death.  the children were called: nigoghos, krikor, mihran, dicran, feride and louisa. some years later he married gullu khatoun khachadourian, who bore him a daughter, enza. he (tavit agha) was inconsolably grief-stricken a second time in 1915 when three of his sons, krikor, mihran and dicran were murdered by the turks in one day.  ","['children', 'grandfather', 'married', 'well', 'raised', 'large', 'families', 'kilis', 'eldest', 'son', 'tavit', 'agha', 'distinguished', 'gentleman', 'unfortunately', 'sustained', 'many', 'sorrows', 'lifetime', 'first', 'wife', 'bore', 'four', 'sons', 'two', 'daughters', 'death', 'children', 'called', 'nigoghos', 'krikor', 'mihran', 'dicran', 'feride', 'louisa', 'years', 'later', 'married', 'gullu', 'khatoun', 'khachadourian', 'bore', 'daughter', 'enza', 'tavit', 'agha', 'inconsolably', 'grief', 'stricken', 'second', 'time', '1915', 'three', 'sons', 'krikor', 'mihran', 'dicran', 'murdered', 'turks', 'one', 'day']",children grandfather married well raised large families kilis eldest tavit agha distinguished gentleman unfortunately sustained many sorrows lifetime first wife bore four sons daughters death children called nigoghos krikor mihran dicran feride louisa years later married gullu khatoun khachadourian bore daughter enza tavit agha inconsolably grief stricken second time 1915 three sons krikor mihran dicran murdered turks,children grandfather married well raised large families kilis eldest tavit agha distinguished gentleman unfortunately many lifetime first wife bore four sons daughters death children called nigoghos krikor mihran dicran louisa years later married gullu khatoun khachadourian bore daughter tavit agha second time 1915 three sons krikor mihran dicran turks,children grandfather married well raised large families kilis eldest tavit agha distinguished gentleman unfortunately many lifetime first wife bore four sons daughters death children called nigoghos krikor mihran dicran louisa years later married gullu khatoun khachadourian bore daughter tavit agha second time 1915 three sons krikor mihran dicran turks,TRUE,trust,0.066666667,0.066666667,0,0.13333333333333333,0.066666667,0.13333333333333333,0.2,0.066666667,0.066666667,0.066666667,0.13333333333333333
Kilis,Turkey,36.71538487,37.11937674,,1915,"He was the head of the Hunchak party in Kilis.  His friend and secretary of the party, Tovmas Tovmassian, shared his sad end.  In earlier years, Tovmassian was one of my teachers in Kilis high school.","he was the head of the hunchak party in kilis.  his friend and secretary of the party, tovmas tovmassian, shared his sad end.  in earlier years, tovmassian was one of my teachers in kilis high school.","['head', 'hunchak', 'party', 'kilis', 'friend', 'secretary', 'party', 'tovmas', 'tovmassian', 'shared', 'sad', 'end', 'earlier', 'years', 'tovmassian', 'one', 'teachers', 'kilis', 'high', 'school']",head hunchak party kilis friend secretary party tovmas tovmassian shared earlier years tovmassian teachers kilis high school,head hunchak party kilis friend secretary party tovmassian shared years tovmassian teachers kilis high school,head hunchak party kilis friend secretary party tovmassian shared years tovmassian teachers kilis high school,TRUE,trust,0,0,0,0.5,0,0.25,0,0,0,0.25,
Kilis,Turkey,36.71538487,37.11937674,,1878," My father, Aghek Agha, was the youngest son, he was the favorite of my grandfather.  He was a tall thin good looking man endowed with much common sense and personal courage.  "," my father, aghek agha, was the youngest son, he was the favorite of my grandfather.  he was a tall thin good looking man endowed with much common sense and personal courage.  ","['father', 'aghek', 'agha', 'youngest', 'son', 'favorite', 'grandfather', 'tall', 'thin', 'good', 'looking', 'man', 'endowed', 'much', 'common', 'sense', 'personal', 'courage']",father aghek agha youngest favorite grandfather tall thin good looking endowed much common sense personal courage,father aghek agha youngest favorite grandfather tall thin good looking much common sense personal courage,father aghek agha youngest favorite grandfather tall thin good looking much common sense personal courage,TRUE,trust,0,0,0,0.35714285714285715,0.071428571,0.35714285714285715,0,0,0,0.14285714285714285,0.071428571
Kilis,Turkey,36.71538487,37.11937674,,1878,"On returning to Kilis, he was most grieved to find his father had died suddenly in his absence. ","on returning to kilis, he was most grieved to find his father had died suddenly in his absence. ","['returning', 'kilis', 'grieved', 'find', 'father', 'died', 'suddenly', 'absence']",returning kilis grieved find father died suddenly absence,returning kilis find father died suddenly absence,returning kilis find father died suddenly absence,TRUE,trust,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0,
Kilis,Turkey,36.71538487,37.11937674,,1883,"My father remained a widower for four years before marriage to my mother, Meria Seropian, who was considered one of the beauties of the Armenian Catholic community in Kilis.  ","my father remained a widower for four years before marriage to my mother, meria seropian, who was considered one of the beauties of the armenian catholic community in kilis.  ","['father', 'remained', 'widower', 'four', 'years', 'marriage', 'mother', 'meria', 'seropian', 'considered', 'one', 'beauties', 'armenian', 'catholic', 'community', 'kilis']",father remained widower four years marriage mother meria seropian considered beauties armenian catholic community kilis,father remained widower four years marriage mother seropian considered beauties armenian catholic community kilis,father remained widower four years marriage mother seropian considered beauties armenian catholic community kilis,TRUE,trust,0,0,0,0.23076923076923078,0,0.23076923076923078,0.076923077,0.15384615384615385,0,0.15384615384615385,0.15384615384615385
Kilis,Turkey,36.71538487,37.11937674,,1895,"In time, they had three daughters and four sons myself (Hovsep) in 1895","in time, they had three daughters and four sons myself (hovsep) in 1895","['time', 'three', 'daughters', 'four', 'sons', 'hovsep', '1895']",time three daughters four sons hovsep 1895,time three daughters four sons hovsep 1895,time three daughters four sons hovsep 1895,TRUE,anticipation,0,0,0,0,0,0,0,0,0,0,1
Kilis,Turkey,36.71538487,37.11937674,,1895,"My mother was a good, devout, God-fearing woman, she was kind, generous, and devoted to her family and home.  Unfortunately, she had had no formal schooling [She was illiterate and spoke Turkish. Only those who went to school learned Armenian. Her Armenian was very limited. She lived with us and because of this we all learned to speak Turkish.] ","my mother was a good, devout, god-fearing woman, she was kind, generous, and devoted to her family and home.  unfortunately, she had had no formal schooling [she was illiterate and spoke turkish. only those who went to school learned armenian. her armenian was very limited. she lived with us and because of this we all learned to speak turkish.] ","['mother', 'good', 'devout', 'god', 'fearing', 'woman', 'kind', 'generous', 'devoted', 'family', 'home', 'unfortunately', 'formal', 'schooling', 'illiterate', 'spoke', 'turkish', 'went', 'school', 'learned', 'armenian', 'armenian', 'limited', 'lived', 'us', 'learned', 'speak', 'turkish']",mother good devout fearing woman kind generous devoted family home unfortunately formal schooling illiterate spoke turkish went school learned armenian armenian limited lived learned speak turkish,mother good woman kind generous devoted family home unfortunately schooling spoke turkish went school learned armenian armenian lived learned speak turkish,mother good woman kind generous devoted family home unfortunately schooling spoke turkish went school learned armenian armenian lived learned speak turkish,TRUE,trust,0,0.035714286,0,0.21428571428571427,0.035714286,0.17857142857142858,0.14285714285714285,0.071428571,0.035714286,0.17857142857142858,0.10714285714285714
Kilis,Turkey,36.71538487,37.11937674,,1895,"I should provide some explanation and background information of the troubled times in which my parents lived. During the second half of the 19th century and the beginning of the 20th century, hostile discrimination and persecutions of Armenians intensified throughout the Ottoman Empire.","i should provide some explanation and background information of the troubled times in which my parents lived. during the second half of the 19th century and the beginning of the 20th century, hostile discrimination and persecutions of armenians intensified throughout the ottoman empire.","['provide', 'explanation', 'background', 'information', 'troubled', 'times', 'parents', 'lived', 'second', 'half', '19th', 'century', 'beginning', '20th', 'century', 'hostile', 'discrimination', 'persecutions', 'armenians', 'intensified', 'throughout', 'ottoman', 'empire']",provide explanation background information troubled times parents lived second half 19th century beginning 20th century hostile discrimination persecutions armenians intensified throughout ottoman empire,provide information troubled times parents lived second half 19th century beginning century persecutions armenians throughout ottoman empire,provide information troubled times parents lived second half 19th century beginning century persecutions armenians throughout ottoman empire,TRUE,anger,0.16666666666666666,0.16666666666666666,0,0.083333333,0,0.16666666666666666,0.16666666666666666,0.083333333,0.16666666666666666,0,
Kilis,Turkey,36.71538487,37.11937674,,1895,"After Sultan Abdul-Hamid I ascended the throne, Kurds and sundry Moslem tribesmen were recruited to form irregular troop formations known as Hamidiyeh. These bands were used in punitive raids of Armenian communities.  Approximately every five years, generally during economic depressions, the Sultan decreed a period of some three to five days when these irregular troops were allowed to attack Armenian communities.  The gangs were allowed to kill and plunder until orders were issued to desist. Then there was peace for a few years until the Sultan thought it necessary to permit another “vuka’a” or “incident,” as these atrocities were commonly termed, to curb Armenian spirits and keep their communities docile.  Sassoun, Van, Ourfa and Zeitoun suffered such “attention.” In my father’s province of Cilicia, there were massacres in Aintab and Kilis in 1895, Adana in 1908, and Hassan Bey in 1911","after sultan abdul-hamid i ascended the throne, kurds and sundry moslem tribesmen were recruited to form irregular troop formations known as hamidiyeh. these bands were used in punitive raids of armenian communities.  approximately every five years, generally during economic depressions, the sultan decreed a period of some three to five days when these irregular troops were allowed to attack armenian communities.  the gangs were allowed to kill and plunder until orders were issued to desist. then there was peace for a few years until the sultan thought it necessary to permit another “vuka’a” or “incident,” as these atrocities were commonly termed, to curb armenian spirits and keep their communities docile.  sassoun, van, ourfa and zeitoun suffered such “attention.” in my father’s province of cilicia, there were massacres in aintab and kilis in 1895, adana in 1908, and hassan bey in 1911","['sultan', 'abdul', 'hamid', 'ascended', 'throne', 'kurds', 'sundry', 'moslem', 'tribesmen', 'recruited', 'form', 'irregular', 'troop', 'formations', 'known', 'hamidiyeh', 'bands', 'used', 'punitive', 'raids', 'armenian', 'communities', 'approximately', 'every', 'five', 'years', 'generally', 'economic', 'depressions', 'sultan', 'decreed', 'period', 'three', 'five', 'days', 'irregular', 'troops', 'allowed', 'attack', 'armenian', 'communities', 'gangs', 'allowed', 'kill', 'plunder', 'orders', 'issued', 'desist', 'peace', 'years', 'sultan', 'thought', 'necessary', 'permit', 'another', 'vuka', 'incident', 'atrocities', 'commonly', 'termed', 'curb', 'armenian', 'spirits', 'keep', 'communities', 'docile', 'sassoun', 'van', 'ourfa', 'zeitoun', 'suffered', 'attention', 'father', 'province', 'cilicia', 'massacres', 'aintab', 'kilis', '1895', 'adana', '1908', 'hassan', 'bey', '1911']",sultan abdul hamid ascended throne kurds sundry moslem tribesmen recruited form irregular troop formations known hamidiyeh bands used punitive raids armenian communities approximately every five years generally economic depressions sultan decreed period three five days irregular troops allowed attack armenian communities gangs allowed kill plunder orders issued desist peace years sultan thought necessary permit another vuka incident atrocities commonly termed curb armenian spirits keep communities docile sassoun ourfa zeitoun suffered attention father province cilicia massacres aintab kilis 1895 adana 1908 hassan 1911,sultan abdul hamid kurds moslem form irregular known used punitive armenian communities every five years sultan period three five days irregular allowed attack armenian communities gangs allowed kill orders issued peace years sultan thought necessary permit another incident atrocities armenian keep communities suffered attention father province cilicia massacres aintab kilis 1895 adana 1908 1911,sultan abdul hamid kurds moslem form irregular known used punitive armenian communities every five years sultan period three five days irregular allowed attack armenian communities gangs allowed kill orders issued peace years sultan thought necessary permit another incident atrocities armenian keep communities suffered attention father province cilicia massacres aintab kilis 1895 adana 1908 1911,TRUE,fear,0.18421052631578946,0.10526315789473684,0,0.078947368,0.078947368,0.10526315789473684,0.18421052631578946,0.078947368,0.052631579,0.052631579,0.078947368
Kilis,Turkey,36.71538487,37.11937674,,1895,"  As a direct reaction to these atrocities, political parties were formed for the defense of Armenian communities and to work for a liberated, independent Armenia.  Thus the Hunchak, Tashnag, Ramgavar and other groups came into existence.  Unfortunately, Armenians entertained strong hopes that the European Christian nations would intervene and provide protection against such atrocities by ruthless Moslems who were incited to attack at the word of the Sultan.  The political parties hoped to awake the conscience of the world at large by calling attention to the oppression of Armenians by Turks in Asia Minor. Such misconceived politics only led to bitter disappointment and catastrophe.","  as a direct reaction to these atrocities, political parties were formed for the defense of armenian communities and to work for a liberated, independent armenia.  thus the hunchak, tashnag, ramgavar and other groups came into existence.  unfortunately, armenians entertained strong hopes that the european christian nations would intervene and provide protection against such atrocities by ruthless moslems who were incited to attack at the word of the sultan.  the political parties hoped to awake the conscience of the world at large by calling attention to the oppression of armenians by turks in asia minor. such misconceived politics only led to bitter disappointment and catastrophe.","['direct', 'reaction', 'atrocities', 'political', 'parties', 'formed', 'defense', 'armenian', 'communities', 'work', 'liberated', 'independent', 'armenia', 'thus', 'hunchak', 'tashnag', 'ramgavar', 'groups', 'came', 'existence', 'unfortunately', 'armenians', 'entertained', 'strong', 'hopes', 'european', 'christian', 'nations', 'would', 'intervene', 'provide', 'protection', 'atrocities', 'ruthless', 'moslems', 'incited', 'attack', 'word', 'sultan', 'political', 'parties', 'hoped', 'awake', 'conscience', 'world', 'large', 'calling', 'attention', 'oppression', 'armenians', 'turks', 'asia', 'minor', 'misconceived', 'politics', 'led', 'bitter', 'disappointment', 'catastrophe']",direct reaction atrocities political parties formed defense armenian communities work liberated independent armenia thus hunchak tashnag ramgavar groups came existence unfortunately armenians entertained strong hopes european christian nations would intervene provide protection atrocities ruthless moslems incited attack word sultan political parties hoped awake conscience world large calling attention oppression armenians turks asia minor misconceived politics bitter disappointment catastrophe,atrocities political parties defense armenian communities work independent armenia thus hunchak tashnag groups came unfortunately armenians entertained strong hopes european christian would provide protection atrocities moslems attack word sultan political parties world large attention armenians turks asia minor,atrocities political parties defense armenian communities work independent armenia thus hunchak tashnag groups came unfortunately armenians entertained strong hopes european christian would provide protection atrocities moslems attack word sultan political parties world large attention armenians turks asia minor,TRUE,anger,0.16216216216216217,0.16216216216216217,0,0.081081081,0.027027027,0.1891891891891892,0.13513513513513514,0.081081081,0.10810810810810811,0.027027027,0.027027027
Kilis,Turkey,36.71538487,37.11937674,,1895,"  I was only a few months old when the 1895 massacre occurred in Kilis.  At the time my father had close friendships with two brothers in the Turkish community: Saleh Effendi Sade Haji Ismet and Haji Mohammad.  The younger brother, Haji Mohammed, proved to be a good friend of his Armenian neighbors.  At the beginning of the massacre, he provided shelter for his friends in his own palace and buildings.  He ordered his men to barricade the quarter in which Armenians had taken refuge.  At the head of his armed retainers, he personally prevented the plundering, murdering hordes from entering areas under his protection.  He cared for and fed many hundreds for forty days, long after the atrocities were stopped as most Armenians feared to venture out into the streets. In contrast, his older brother, Haji Ismet was more conservative by nature.  Although he had maintained a closer friendship with my father, during the massacre he made no effort at providing aid or protection.  He spent the same troubled period in the safety of his home and did not appear in public until order was restored.  My family could never forget the kindness and courage of Haji Mohammed Effendi and kept in touch with him and his descendants for years.  He was a friend indeed when my father and his family were in sore (extreme) need of his protection. ","  i was only a few months old when the 1895 massacre occurred in kilis.  at the time my father had close friendships with two brothers in the turkish community: saleh effendi sade haji ismet and haji mohammad.  the younger brother, haji mohammed, proved to be a good friend of his armenian neighbors.  at the beginning of the massacre, he provided shelter for his friends in his own palace and buildings.  he ordered his men to barricade the quarter in which armenians had taken refuge.  at the head of his armed retainers, he personally prevented the plundering, murdering hordes from entering areas under his protection.  he cared for and fed many hundreds for forty days, long after the atrocities were stopped as most armenians feared to venture out into the streets. in contrast, his older brother, haji ismet was more conservative by nature.  although he had maintained a closer friendship with my father, during the massacre he made no effort at providing aid or protection.  he spent the same troubled period in the safety of his home and did not appear in public until order was restored.  my family could never forget the kindness and courage of haji mohammed effendi and kept in touch with him and his descendants for years.  he was a friend indeed when my father and his family were in sore (extreme) need of his protection. ","['months', 'old', '1895', 'massacre', 'occurred', 'kilis', 'time', 'father', 'close', 'friendships', 'two', 'brothers', 'turkish', 'community', 'saleh', 'effendi', 'sade', 'haji', 'ismet', 'haji', 'mohammad', 'younger', 'brother', 'haji', 'mohammed', 'proved', 'good', 'friend', 'armenian', 'neighbors', 'beginning', 'massacre', 'provided', 'shelter', 'friends', 'palace', 'buildings', 'ordered', 'men', 'barricade', 'quarter', 'armenians', 'taken', 'refuge', 'head', 'armed', 'retainers', 'personally', 'prevented', 'plundering', 'murdering', 'hordes', 'entering', 'areas', 'protection', 'cared', 'fed', 'many', 'hundreds', 'forty', 'days', 'long', 'atrocities', 'stopped', 'armenians', 'feared', 'venture', 'streets', 'contrast', 'older', 'brother', 'haji', 'ismet', 'conservative', 'nature', 'although', 'maintained', 'closer', 'friendship', 'father', 'massacre', 'made', 'effort', 'providing', 'aid', 'protection', 'spent', 'troubled', 'period', 'safety', 'home', 'appear', 'public', 'order', 'restored', 'family', 'could', 'never', 'forget', 'kindness', 'courage', 'haji', 'mohammed', 'effendi', 'kept', 'touch', 'descendants', 'years', 'friend', 'indeed', 'father', 'family', 'sore', 'extreme', 'need', 'protection']",months 1895 massacre occurred kilis time father close friendships brothers turkish community saleh effendi sade haji ismet haji mohammad younger brother haji mohammed proved good friend armenian neighbors beginning massacre provided shelter friends palace buildings ordered barricade quarter armenians taken refuge head armed retainers personally prevented plundering murdering hordes entering areas protection cared many hundreds forty days long atrocities stopped armenians feared venture streets contrast older brother haji ismet conservative nature although maintained closer friendship father massacre made effort providing protection spent troubled period safety home appear public order restored family could never forget kindness courage haji mohammed effendi kept touch descendants years friend indeed father family sore extreme need protection,months 1895 massacre occurred kilis time father close friendships brothers turkish community saleh effendi haji ismet haji younger brother haji mohammed proved good friend armenian neighbors beginning massacre provided shelter friends palace buildings ordered quarter armenians taken refuge head armed personally protection many forty days long atrocities stopped armenians older brother haji ismet nature although friendship father massacre made effort providing protection spent troubled period safety home appear public order family could never courage haji mohammed effendi kept years friend indeed father family extreme need protection,months 1895 massacre occurred kilis time father close friendships brothers turkish community saleh effendi haji ismet haji younger brother haji mohammed proved good friend armenian neighbors beginning massacre provided shelter friends palace buildings ordered quarter armenians taken refuge head armed personally protection many forty days long atrocities stopped armenians older brother haji ismet nature although friendship father massacre made effort providing protection spent troubled period safety home appear public order family could never courage haji mohammed effendi kept years friend indeed father family extreme need protection,TRUE,trust,0.078125,0.078125,0,0.171875,0.015625,0.25,0.125,0.078125,0.046875,0.078125,0.078125
Kilis,Turkey,36.71538487,37.11937674,,1895,"Perhaps I owe my life to my brother Hagop.  It would appear that when my family members were running to take shelter in Haji Mohammed’s quarters during the massacre, I was ill and had diarrhea and my mother had no time to attend to my diapers.  In her desperation to protect her older children and perhaps because she had little hope that I would survive, she expressed a thought of leaving me behind.  My brother Hagop, then 10 (12), protested and insisted that I be taken along to share whatever fate was in store for the rest of the family.","perhaps i owe my life to my brother hagop.  it would appear that when my family members were running to take shelter in haji mohammed’s quarters during the massacre, i was ill and had diarrhea and my mother had no time to attend to my diapers.  in her desperation to protect her older children and perhaps because she had little hope that i would survive, she expressed a thought of leaving me behind.  my brother hagop, then 10 (12), protested and insisted that i be taken along to share whatever fate was in store for the rest of the family.","['perhaps', 'owe', 'life', 'brother', 'hagop', 'would', 'appear', 'family', 'members', 'running', 'take', 'shelter', 'haji', 'mohammed', 'quarters', 'massacre', 'ill', 'diarrhea', 'mother', 'time', 'attend', 'diapers', 'desperation', 'protect', 'older', 'children', 'perhaps', 'little', 'hope', 'would', 'survive', 'expressed', 'thought', 'leaving', 'behind', 'brother', 'hagop', '10', '12', 'protested', 'insisted', 'taken', 'along', 'share', 'whatever', 'fate', 'store', 'rest', 'family']",perhaps life brother hagop would appear family members running take shelter haji mohammed quarters massacre diarrhea mother time attend diapers desperation protect older children perhaps little hope would survive expressed thought leaving behind brother hagop protested insisted taken along share whatever fate store rest family,perhaps life brother hagop would appear family members running take shelter haji mohammed quarters massacre mother time attend protect older children perhaps little hope would survive thought leaving behind brother hagop taken along whatever fate store rest family,perhaps life brother hagop would appear family members running take shelter haji mohammed quarters massacre mother time attend protect older children perhaps little hope would survive thought leaving behind brother hagop taken along whatever fate store rest family,TRUE,anticipation,0.048780488,0.048780488,0,0.14634146341463414,0.024390243902439025,0.24390243902439024,0.097560976,0.097560976,0.048780488,0.073170732,0.17073170731707318
Kilis,Turkey,36.71538487,37.11937674,,1915,"   When Turkey became the ally of the Central Powers after the outbreak of World War I, periodic massacres and persecutions culminated in an organized plan for mass deportation and extermination of the Armenians living in Asia Minor.  At the time orders were received to deport the Armenian community from Kilis, my father’s house and storerooms were brim full of wheat, olives, olive oil, preserves of all kind and fruits of the harvest. ","   when turkey became the ally of the central powers after the outbreak of world war i, periodic massacres and persecutions culminated in an organized plan for mass deportation and extermination of the armenians living in asia minor.  at the time orders were received to deport the armenian community from kilis, my father’s house and storerooms were brim full of wheat, olives, olive oil, preserves of all kind and fruits of the harvest. ","['turkey', 'became', 'ally', 'central', 'powers', 'outbreak', 'world', 'war', 'periodic', 'massacres', 'persecutions', 'culminated', 'organized', 'plan', 'mass', 'deportation', 'extermination', 'armenians', 'living', 'asia', 'minor', 'time', 'orders', 'received', 'deport', 'armenian', 'community', 'kilis', 'father', 'house', 'storerooms', 'brim', 'full', 'wheat', 'olives', 'olive', 'oil', 'preserves', 'kind', 'fruits', 'harvest']",turkey became ally central powers outbreak world periodic massacres persecutions culminated organized plan mass deportation extermination armenians living asia minor time orders received deport armenian community kilis father house storerooms brim full wheat olives olive preserves kind fruits harvest,turkey became central world periodic massacres persecutions mass deportation armenians living asia minor time orders received deport armenian community kilis father house storerooms full wheat olive kind,turkey became central world periodic massacres persecutions mass deportation armenians living asia minor time orders received deport armenian community kilis father house storerooms full wheat olive kind,TRUE,fear,0.14814814814814814,0.074074074,0,0.1111111111111111,0,0.25925925925925924,0.14814814814814814,0.074074074,0,0.074074074,0.1111111111111111
Kilis,Turkey,36.71538487,37.11937674,,1915,"Having survived the troubles in 1895 and given the friendships he enjoyed with Turkish notables, my father was hopeful that he and his family could survive yet another trying and dangerous period for defenseless Armenians. ","having survived the troubles in 1895 and given the friendships he enjoyed with turkish notables, my father was hopeful that he and his family could survive yet another trying and dangerous period for defenseless armenians. ","['survived', 'troubles', '1895', 'given', 'friendships', 'enjoyed', 'turkish', 'notables', 'father', 'hopeful', 'family', 'could', 'survive', 'yet', 'another', 'trying', 'dangerous', 'period', 'defenseless', 'armenians']",survived troubles 1895 given friendships enjoyed turkish notables father hopeful family could survive another trying dangerous period defenseless armenians,survived 1895 given friendships enjoyed turkish notables father family could survive another trying dangerous period armenians,survived 1895 given friendships enjoyed turkish notables father family could survive another trying dangerous period armenians,TRUE,trust,0.15384615384615385,0,0,0.15384615384615385,0.076923077,0.23076923076923078,0.15384615384615385,0.076923077,0,0.076923077,0.076923077
